,Unnamed: 0,id,datetime,file_name,seq_id,frame_num,seq_num_frames,location,category_id,has_animal,species
0,17840,A03_04280524.JPG,2020-04-28 00:19:01+00:00,A03/04280524.JPG,39e1ae21-7160-11ec-be50-5cf3706028c2,2,6,A03,21,1,spotted_paca
1,54239,A03_03210248.JPG,2020-03-21 02:36:40+00:00,A03/03210248.JPG,39e186eb-7160-11ec-ae48-5cf3706028c2,8,9,A03,5,1,rodent
2,6679,A03_04030323.JPG,2020-04-03 02:21:04+00:00,A03/04030323.JPG,39e1adfa-7160-11ec-b66a-5cf3706028c2,8,9,A03,0,0,empty
3,25014,A03_04160444.JPG,2020-04-16 18:22:25+00:00,A03/04160444.JPG,39e1ae11-7160-11ec-a256-5cf3706028c2,0,3,A03,3,1,collared_peccary
4,2473,A03_06260553.JPG,2020-06-26 08:20:44+00:00,A03/06260553.JPG,39e1d503-7160-11ec-8421-5cf3706028c2,1,3,A03,0,0,empty
5,6625,A03_01070023.JPG,2020-01-07 16:32:10+00:00,A03/01070023.JPG,39e186be-7160-11ec-b10d-5cf3706028c2,2,9,A03,0,0,empty
6,33906,A03_07190681.JPG,2020-07-19 10:46:10+00:00,A03/07190681.JPG,39e1d51a-7160-11ec-b0b1-5cf3706028c2,0,3,A03,16,1,south_american_coati
7,14957,A03_02290203.JPG,2020-02-29 01:51:08+00:00,A03/02290203.JPG,39e186e1-7160-11ec-850f-5cf3706028c2,5,6,A03,0,0,empty
8,33291,A03_06260552.JPG,2020-06-26 08:20:43+00:00,A03/06260552.JPG,39e1d503-7160-11ec-8421-5cf3706028c2,0,3,A03,7,1,unknown
9,11060,A03_02290202.JPG,2020-02-29 01:51:07+00:00,A03/02290202.JPG,39e186e1-7160-11ec-850f-5cf3706028c2,4,6,A03,0,0,empty
10,60365,A03_02280186.JPG,2020-02-28 08:39:58+00:00,A03/02280186.JPG,39e186de-7160-11ec-80de-5cf3706028c2,0,3,A03,22,1,margarita_island_capuchin
11,3380,A03_01070033.JPG,2020-01-07 16:32:49+00:00,A03/01070033.JPG,39e186bf-7160-11ec-a016-5cf3706028c2,3,12,A03,0,0,empty
12,13566,A03_02180123.JPG,2020-02-18 03:23:58+00:00,A03/02180123.JPG,39e186d3-7160-11ec-baf3-5cf3706028c2,0,15,A03,0,0,empty
13,24024,A03_03300294.JPG,2020-03-30 03:39:30+00:00,A03/03300294.JPG,39e1adf6-7160-11ec-aa2e-5cf3706028c2,3,9,A03,21,1,spotted_paca
14,7778,A03_06260565.JPG,2020-06-26 08:26:40+00:00,A03/06260565.JPG,39e1d505-7160-11ec-820a-5cf3706028c2,7,9,A03,0,0,empty
15,18405,A03_04240516.JPG,2020-04-24 20:14:53+00:00,A03/04240516.JPG,39e1ae1f-7160-11ec-a930-5cf3706028c2,3,6,A03,0,0,empty
16,2231,A03_02180145.JPG,2020-02-18 05:56:29+00:00,A03/02180145.JPG,39e186d6-7160-11ec-b7b2-5cf3706028c2,1,9,A03,23,1,giant_armadillo
17,13344,A03_02180152.JPG,2020-02-18 05:56:39+00:00,A03/02180152.JPG,39e186d6-7160-11ec-b7b2-5cf3706028c2,8,9,A03,0,0,empty
18,4245,A03_01230100.JPG,2020-01-23 21:13:53+00:00,A03/01230100.JPG,39e186cc-7160-11ec-ad3e-5cf3706028c2,4,6,A03,0,0,empty
19,52851,A03_04140396.JPG,2020-04-14 10:47:45+00:00,A03/04140396.JPG,39e1ae08-7160-11ec-8c4b-5cf3706028c2,3,6,A03,3,1,collared_peccary
20,38558,A03_02250181.JPG,2020-02-25 02:51:22+00:00,A03/02250181.JPG,39e186dc-7160-11ec-914a-5cf3706028c2,4,6,A03,21,1,spotted_paca
21,2739,A03_04140409.JPG,2020-04-14 11:09:19+00:00,A03/04140409.JPG,39e1ae0b-7160-11ec-ac6f-5cf3706028c2,1,6,A03,0,0,empty
22,9564,A03_04030322.JPG,2020-04-03 02:21:03+00:00,A03/04030322.JPG,39e1adfa-7160-11ec-b66a-5cf3706028c2,7,9,A03,0,0,empty
23,50077,A03_04140436.JPG,2020-04-14 12:16:21+00:00,A03/04140436.JPG,39e1ae0f-7160-11ec-875b-5cf3706028c2,7,12,A03,3,1,collared_peccary
24,776,A03_03010212.JPG,2020-03-01 23:52:24+00:00,A03/03010212.JPG,39e186e3-7160-11ec-907e-5cf3706028c2,5,9,A03,0,0,empty
25,1170,A03_07080595.JPG,2020-07-08 20:08:35+00:00,A03/07080595.JPG,39e1d50b-7160-11ec-a55f-5cf3706028c2,7,9,A03,0,0,empty
26,5267,A03_01070027.JPG,2020-01-07 16:32:21+00:00,A03/01070027.JPG,39e186be-7160-11ec-b10d-5cf3706028c2,6,9,A03,0,0,empty
27,64343,A03_04030320.JPG,2020-04-03 02:21:00+00:00,A03/04030320.JPG,39e1adfa-7160-11ec-b66a-5cf3706028c2,5,9,A03,21,1,spotted_paca
28,11748,A03_03260286.JPG,2020-03-26 15:50:05+00:00,A03/03260286.JPG,39e1adf4-7160-11ec-8e67-5cf3706028c2,10,12,A03,0,0,empty
29,9685,A03_05170533.JPG,2020-05-17 02:54:44+00:00,A03/05170533.JPG,39e1ae23-7160-11ec-bff4-5cf3706028c2,2,3,A03,0,0,empty
30,9845,A03_03010214.JPG,2020-03-01 23:52:27+00:00,A03/03010214.JPG,39e186e3-7160-11ec-907e-5cf3706028c2,7,9,A03,0,0,empty
